id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
3033,Kepler-1038 c,1905,2.59 Earths,15.03,2021
3034,Kepler-1039 b,1001,2.73 Earths,14.438,2016
3035,Kepler-103 b,1614,9.7 Earths,11.883,2014
3036,Kepler-103 c,1614,36.1 Earths,11.883,2014
3037,Kepler-1040 b,1573,4.98 Earths,13.614,2016
3038,Kepler-1041 b,4847,8.96 Earths,14.576,2016
3039,Kepler-1042 b,2150,5.43 Earths,16.004,2016
3040,Kepler-1043 b,2947,7.04 Earths,14.949,2016
3041,Kepler-1044 b,4172,7.61 Earths,15.478,2016
3042,Kepler-1045 b,3074,7.7 Earths,15.879,2016
3043,Kepler-1046 b,2354,3.57 Earths,13.347,2016
3044,Kepler-1047 b,2667,5.02 Earths,13.46,2016
3045,Kepler-1047 c,2667,0.937 Earths,13.46,2016
3046,Kepler-1048 b,1814,3.22 Earths,15.138,2016
3047,Kepler-1049 b,528,0.809 Earths,14.695,2016
3048,Kepler-104 b,1307,19.6 Earths,12.697,2014
3049,Kepler-104 c,1307,9.96 Earths,12.697,2014
3050,Kepler-1069 b,2270,3.19 Earths,13.234,2016
3051,Kepler-106 b,1449,5.3 Earths,12.923,2014
3052,Kepler-106 c,1449,10.44 Earths,12.923,2014
3053,Kepler-106 d,1449,8.1 Earths,12.923,2014
3054,Kepler-106 e,1449,11.17 Earths,12.923,2014
3055,Kepler-1070 b,3063,3.64 Earths,14.133,2016
3056,Kepler-1071 b,3400,6.26 Earths,15.881,2016
3057,Kepler-1072 b,3206,3.12 Earths,13.972,2016
3058,Kepler-1073 b,2642,5.9 Earths,14.749,2016
3059,Kepler-1073 c,2642,3.33 Earths,14.749,2016
3060,Kepler-1073 d,2642,2.82 Earths,14.749,2021
3061,Kepler-1074 b,818,2.1 Earths,15.599,2016
3062,Kepler-1075 b,950,2.6 Earths,15.909,2016
3063,Kepler-1076 b,649,0.437 Earths,13.175,2016
3064,Kepler-1077 b,3593,8.1 Earths,14.923,2016
3065,Kepler-1078 b,8095,4.27 Earths,15.703,2016
3066,Kepler-1079 b,1928,3.29 Earths,12.78,2016
3067,Kepler-107 b,1716,3.51 Earths,12.543,2014
3068,Kepler-107 c,1716,9.39 Earths,12.543,2014
3069,Kepler-107 d,1716,3.8 Earths,12.543,2014
3070,Kepler-107 e,1716,8.6 Earths,12.543,2014
3071,Kepler-1080 b,4511,10.8 Earths,13.486,2016
3072,Kepler-1081 b,1371,1.01 Earths,13.827,2016
3073,Kepler-1082 b,2412,1.46 Earths,13.444,2016
3074,Kepler-1083 b,2944,11.2 Earths,16.103,2016
3075,Kepler-1069 b,2270,3.19 Earths,13.234,2016
3076,Kepler-106 b,1449,5.3 Earths,12.923,2014
3077,Kepler-106 c,1449,10.44 Earths,12.923,2014
3078,Kepler-106 d,1449,8.1 Earths,12.923,2014
3079,Kepler-106 e,1449,11.17 Earths,12.923,2014
3080,Kepler-1070 b,3063,3.64 Earths,14.133,2016
3081,Kepler-1071 b,3400,6.26 Earths,15.881,2016
3082,Kepler-1072 b,3206,3.12 Earths,13.972,2016
3083,Kepler-1073 b,2642,5.9 Earths,14.749,2016
3084,Kepler-1073 c,2642,3.33 Earths,14.749,2016
3085,Kepler-1073 d,2642,2.82 Earths,14.749,2021
3086,Kepler-1074 b,818,2.1 Earths,15.599,2016
3087,Kepler-1075 b,950,2.6 Earths,15.909,2016
3088,Kepler-1076 b,649,0.437 Earths,13.175,2016
3089,Kepler-1077 b,3593,8.1 Earths,14.923,2016
3090,Kepler-1078 b,8095,4.27 Earths,15.703,2016
3091,Kepler-1079 b,1928,3.29 Earths,12.78,2016
3092,Kepler-107 b,1716,3.51 Earths,12.543,2014
3093,Kepler-107 c,1716,9.39 Earths,12.543,2014
3094,Kepler-107 d,1716,3.8 Earths,12.543,2014
3095,Kepler-107 e,1716,8.6 Earths,12.543,2014
3096,Kepler-1080 b,4511,10.8 Earths,13.486,2016
3097,Kepler-1081 b,1371,1.01 Earths,13.827,2016
3098,Kepler-1082 b,2412,1.46 Earths,13.444,2016
3099,Kepler-1083 b,2944,11.2 Earths,16.103,2016
3100,Kepler-1069 b,2270,3.19 Earths,13.234,2016
3101,Kepler-106 b,1449,5.3 Earths,12.923,2014
3102,Kepler-106 c,1449,10.44 Earths,12.923,2014
3103,Kepler-106 d,1449,8.1 Earths,12.923,2014
3104,Kepler-106 e,1449,11.17 Earths,12.923,2014
3105,Kepler-1070 b,3063,3.64 Earths,14.133,2016
3106,Kepler-1071 b,3400,6.26 Earths,15.881,2016
3107,Kepler-1072 b,3206,3.12 Earths,13.972,2016
3108,Kepler-1073 b,2642,5.9 Earths,14.749,2016
3109,Kepler-1073 c,2642,3.33 Earths,14.749,2016
3110,Kepler-1073 d,2642,2.82 Earths,14.749,2021
3111,Kepler-1074 b,818,2.1 Earths,15.599,2016
3112,Kepler-1075 b,950,2.6 Earths,15.909,2016
3113,Kepler-1076 b,649,0.437 Earths,13.175,2016
3114,Kepler-1077 b,3593,8.1 Earths,14.923,2016
3115,Kepler-1078 b,8095,4.27 Earths,15.703,2016
3116,Kepler-1079 b,1928,3.29 Earths,12.78,2016
3117,Kepler-107 b,1716,3.51 Earths,12.543,2014
3118,Kepler-107 c,1716,9.39 Earths,12.543,2014
3119,Kepler-107 d,1716,3.8 Earths,12.543,2014
3120,Kepler-107 e,1716,8.6 Earths,12.543,2014
3121,Kepler-1080 b,4511,10.8 Earths,13.486,2016
3122,Kepler-1081 b,1371,1.01 Earths,13.827,2016
3123,Kepler-1082 b,2412,1.46 Earths,13.444,2016
3124,Kepler-1083 b,2944,11.2 Earths,16.103,2016
3125,Kepler-10 c,605,7.37 Earths,11.043,2011
3126,Kepler-1100 b,2263,3.71 Earths,13.952,2016
3127,Kepler-1101 b,2422,6.66 Earths,15.156,2016
3128,Kepler-1102 b,4065,7.56 Earths,14.928,2016
3129,Kepler-1103 b,4345,5.77 Earths,14.294,2016
3130,Kepler-1104 b,1731,2.04 Earths,12.125,2016
3131,Kepler-1105 b,1037,4.7 Earths,15.315,2016
3132,Kepler-1106 b,3558,3.36 Earths,14.863,2016
3133,Kepler-1107 b,1399,2.36 Earths,14.315,2016
3134,Kepler-1108 b,2504,2.73 Earths,15.132,2016
3135,Kepler-1109 b,2235,5.43 Earths,14.405,2016
3136,Kepler-110 b,1913,4.01 Earths,13.003,2014
3137,Kepler-110 c,1913,5.52 Earths,13.003,2014
3138,Kepler-1110 b,2371,7.56 Earths,16.274,2016
3139,Kepler-1111 b,2745,4.66 Earths,14.88,2016
3140,Kepler-1112 b,5452,9.38 Earths,14.74,2016
3141,Kepler-1113 b,3503,8.3 Earths,14.943,2016
3142,Kepler-1114 b,1365,2.39 Earths,13.935,2016
3143,Kepler-1115 b,3207,3.53 Earths,11.983,2016
3144,Kepler-1116 b,3290,6.99 Earths,15.424,2016
3145,Kepler-1117 b,1854,1.41 Earths,14.15,2016
3146,Kepler-1118 b,2898,7.95 Earths,15.238,2016
3147,Kepler-1119 b,5732,4.35 Earths,15.296,2016
3148,Kepler-111 b,2144,3.12 Earths,13.543,2014
3149,Kepler-111 c,2144,0.132 Jupiters,13.543,2014
3150,Kepler-10 c,605,7.37 Earths,11.043,2011
3151,Kepler-1100 b,2263,3.71 Earths,13.952,2016
3152,Kepler-1101 b,2422,6.66 Earths,15.156,2016
3153,Kepler-1102 b,4065,7.56 Earths,14.928,2016
3154,Kepler-1103 b,4345,5.77 Earths,14.294,2016
3155,Kepler-1104 b,1731,2.04 Earths,12.125,2016
3156,Kepler-1105 b,1037,4.7 Earths,15.315,2016
3157,Kepler-1106 b,3558,3.36 Earths,14.863,2016
3158,Kepler-1107 b,1399,2.36 Earths,14.315,2016
3159,Kepler-1108 b,2504,2.73 Earths,15.132,2016
3160,Kepler-1109 b,2235,5.43 Earths,14.405,2016
3161,Kepler-110 b,1913,4.01 Earths,13.003,2014
3162,Kepler-110 c,1913,5.52 Earths,13.003,2014
3163,Kepler-1110 b,2371,7.56 Earths,16.274,2016
3164,Kepler-1111 b,2745,4.66 Earths,14.88,2016
3165,Kepler-1112 b,5452,9.38 Earths,14.74,2016
3166,Kepler-1113 b,3503,8.3 Earths,14.943,2016
3167,Kepler-1114 b,1365,2.39 Earths,13.935,2016
3168,Kepler-1115 b,3207,3.53 Earths,11.983,2016
3169,Kepler-1116 b,3290,6.99 Earths,15.424,2016
3170,Kepler-1117 b,1854,1.41 Earths,14.15,2016
3171,Kepler-1118 b,2898,7.95 Earths,15.238,2016
3172,Kepler-1119 b,5732,4.35 Earths,15.296,2016
3173,Kepler-111 b,2144,3.12 Earths,13.543,2014
3174,Kepler-111 c,2144,0.132 Jupiters,13.543,2014
3175,Kepler-10 c,605,7.37 Earths,11.043,2011
3176,Kepler-1100 b,2263,3.71 Earths,13.952,2016
3177,Kepler-1101 b,2422,6.66 Earths,15.156,2016
3178,Kepler-1102 b,4065,7.56 Earths,14.928,2016
3179,Kepler-1103 b,4345,5.77 Earths,14.294,2016
3180,Kepler-1104 b,1731,2.04 Earths,12.125,2016
3181,Kepler-1105 b,1037,4.7 Earths,15.315,2016
3182,Kepler-1106 b,3558,3.36 Earths,14.863,2016
3183,Kepler-1107 b,1399,2.36 Earths,14.315,2016
3184,Kepler-1108 b,2504,2.73 Earths,15.132,2016
3185,Kepler-1109 b,2235,5.43 Earths,14.405,2016
3186,Kepler-110 b,1913,4.01 Earths,13.003,2014
3187,Kepler-110 c,1913,5.52 Earths,13.003,2014
3188,Kepler-1110 b,2371,7.56 Earths,16.274,2016
3189,Kepler-1111 b,2745,4.66 Earths,14.88,2016
3190,Kepler-1112 b,5452,9.38 Earths,14.74,2016
3191,Kepler-1113 b,3503,8.3 Earths,14.943,2016
3192,Kepler-1114 b,1365,2.39 Earths,13.935,2016
3193,Kepler-1115 b,3207,3.53 Earths,11.983,2016
3194,Kepler-1116 b,3290,6.99 Earths,15.424,2016
3195,Kepler-1117 b,1854,1.41 Earths,14.15,2016
3196,Kepler-1118 b,2898,7.95 Earths,15.238,2016
3197,Kepler-1119 b,5732,4.35 Earths,15.296,2016
3198,Kepler-111 b,2144,3.12 Earths,13.543,2014
3199,Kepler-111 c,2144,0.132 Jupiters,13.543,2014
3200,Kepler-10 c,605,7.37 Earths,11.043,2011
3201,Kepler-1100 b,2263,3.71 Earths,13.952,2016
3202,Kepler-1101 b,2422,6.66 Earths,15.156,2016
3203,Kepler-1102 b,4065,7.56 Earths,14.928,2016
3204,Kepler-1103 b,4345,5.77 Earths,14.294,2016
3205,Kepler-1104 b,1731,2.04 Earths,12.125,2016
3206,Kepler-1105 b,1037,4.7 Earths,15.315,2016
3207,Kepler-1106 b,3558,3.36 Earths,14.863,2016
3208,Kepler-1107 b,1399,2.36 Earths,14.315,2016
3209,Kepler-1108 b,2504,2.73 Earths,15.132,2016
3210,Kepler-1109 b,2235,5.43 Earths,14.405,2016
3211,Kepler-110 b,1913,4.01 Earths,13.003,2014
3212,Kepler-110 c,1913,5.52 Earths,13.003,2014
3213,Kepler-1110 b,2371,7.56 Earths,16.274,2016
3214,Kepler-1111 b,2745,4.66 Earths,14.88,2016
3215,Kepler-1112 b,5452,9.38 Earths,14.74,2016
3216,Kepler-1113 b,3503,8.3 Earths,14.943,2016
3217,Kepler-1114 b,1365,2.39 Earths,13.935,2016
3218,Kepler-1115 b,3207,3.53 Earths,11.983,2016
3219,Kepler-1116 b,3290,6.99 Earths,15.424,2016
3220,Kepler-1117 b,1854,1.41 Earths,14.15,2016
3221,Kepler-1118 b,2898,7.95 Earths,15.238,2016
3222,Kepler-1119 b,5732,4.35 Earths,15.296,2016
3223,Kepler-111 b,2144,3.12 Earths,13.543,2014
3224,Kepler-111 c,2144,0.132 Jupiters,13.543,2014
3225,Kepler-1178 b,1573,1.24 Earths,14.212,2016
3226,Kepler-1179 b,1354,2.3 Earths,14.214,2016
3227,Kepler-117 b,4748,29.875 Earths,14.282,2014
3228,Kepler-117 c,4748,1.84 Jupiters,14.282,2014
3229,Kepler-1180 b,5209,4.62 Earths,15.081,2016
3230,Kepler-1181 b,3061,3.09 Earths,13.549,2016
3231,Kepler-1182 b,5041,6.39 Earths,15.742,2016
3232,Kepler-1183 b,6260,8.35 Earths,15.968,2016
3233,Kepler-1184 b,3777,7.65 Earths,14.99,2016
3234,Kepler-1185 b,1498,2.33 Earths,12.63,2016
3235,Kepler-1186 b,4362,5.6 Earths,15.367,2016
3236,Kepler-1187 b,3329,7.32 Earths,14.73,2016
3237,Kepler-1188 b,5602,4.98 Earths,14.941,2016
3238,Kepler-1189 b,2554,3.78 Earths,14.463,2016
3239,Kepler-118 b,1873,4.5 Earths,14.867,2014
3240,Kepler-118 c,1873,0.144 Jupiters,14.867,2014
3241,Kepler-1190 b,1117,2.33 Earths,14.665,2016
3242,Kepler-1191 b,3117,2.89 Earths,15.319,2016
3243,Kepler-1192 b,4254,6.17 Earths,15.858,2016
3244,Kepler-1193 b,2617,2.3 Earths,13.577,2016
3245,Kepler-1194 b,2471,2.89 Earths,14.31,2016
3246,Kepler-1195 b,2996,4.98 Earths,16.003,2016
3247,Kepler-1196 b,3009,5.6 Earths,15.009,2016
3248,Kepler-1197 b,1588,2.1 Earths,15.346,2016
3249,Kepler-1198 b,2424,2.76 Earths,14.986,2016
3250,Kepler-1178 b,1573,1.24 Earths,14.212,2016
3251,Kepler-1179 b,1354,2.3 Earths,14.214,2016
3252,Kepler-117 b,4748,29.875 Earths,14.282,2014
3253,Kepler-117 c,4748,1.84 Jupiters,14.282,2014
3254,Kepler-1180 b,5209,4.62 Earths,15.081,2016
3255,Kepler-1181 b,3061,3.09 Earths,13.549,2016
3256,Kepler-1182 b,5041,6.39 Earths,15.742,2016
3257,Kepler-1183 b,6260,8.35 Earths,15.968,2016
3258,Kepler-1184 b,3777,7.65 Earths,14.99,2016
3259,Kepler-1185 b,1498,2.33 Earths,12.63,2016
3260,Kepler-1186 b,4362,5.6 Earths,15.367,2016
3261,Kepler-1187 b,3329,7.32 Earths,14.73,2016
3262,Kepler-1188 b,5602,4.98 Earths,14.941,2016
3263,Kepler-1189 b,2554,3.78 Earths,14.463,2016
3264,Kepler-118 b,1873,4.5 Earths,14.867,2014
3265,Kepler-118 c,1873,0.144 Jupiters,14.867,2014
3266,Kepler-1190 b,1117,2.33 Earths,14.665,2016
3267,Kepler-1191 b,3117,2.89 Earths,15.319,2016
3268,Kepler-1192 b,4254,6.17 Earths,15.858,2016
3269,Kepler-1193 b,2617,2.3 Earths,13.577,2016
3270,Kepler-1194 b,2471,2.89 Earths,14.31,2016
3271,Kepler-1195 b,2996,4.98 Earths,16.003,2016
3272,Kepler-1196 b,3009,5.6 Earths,15.009,2016
3273,Kepler-1197 b,1588,2.1 Earths,15.346,2016
3274,Kepler-1198 b,2424,2.76 Earths,14.986,2016
3275,Kepler-1199 b,1838,1.6 Earths,13.173,2016
3276,Kepler-119 b,2290,12.6 Earths,14.375,2014
3277,Kepler-119 c,2290,0.721 Earths,14.375,2014
3278,Kepler-11 b,2108,1.9 Earths,13.817,2010
3279,Kepler-11 c,2108,2.9 Earths,13.817,2010
3280,Kepler-11 d,2108,7.3 Earths,13.817,2010
3281,Kepler-11 e,2108,8 Earths,13.817,2010
3282,Kepler-11 f,2108,2 Earths,13.817,2010
3283,Kepler-11 g,2108,25 Earths,13.817,2010
3284,Kepler-1200 b,1920,1.2 Earths,16.06,2016
3285,Kepler-1201 b,3080,5.86 Earths,14.765,2016
3286,Kepler-1202 b,3834,8.96 Earths,15.833,2016
3287,Kepler-1203 b,1034,1.2 Earths,15.385,2016
3288,Kepler-1204 b,3834,9.53 Earths,15.45,2016
3289,Kepler-1205 b,2278,2.57 Earths,15.316,2016
3290,Kepler-1206 b,2486,3.33 Earths,15.971,2016
3291,Kepler-1207 b,5722,3.26 Earths,14.595,2016
3292,Kepler-1208 b,2692,5.99 Earths,16.256,2016
3293,Kepler-1209 b,1649,2.89 Earths,12.554,2016
3294,Kepler-120 b,1268,8.5 Earths,14.995,2014
3295,Kepler-120 c,1268,2.96 Earths,14.995,2014
3296,Kepler-1210 b,3838,3.53 Earths,15.649,2016
3297,Kepler-1211 b,5958,7.04 Earths,16.016,2016
3298,Kepler-1212 b,4295,5.22 Earths,15.133,2016
3299,Kepler-1213 b,2635,1.81 Earths,13.416,2016
3300,Kepler-1199 b,1838,1.6 Earths,13.173,2016
3301,Kepler-119 b,2290,12.6 Earths,14.375,2014
3302,Kepler-119 c,2290,0.721 Earths,14.375,2014
3303,Kepler-11 b,2108,1.9 Earths,13.817,2010
3304,Kepler-11 c,2108,2.9 Earths,13.817,2010
3305,Kepler-11 d,2108,7.3 Earths,13.817,2010
3306,Kepler-11 e,2108,8 Earths,13.817,2010
3307,Kepler-11 f,2108,2 Earths,13.817,2010
3308,Kepler-11 g,2108,25 Earths,13.817,2010
3309,Kepler-1200 b,1920,1.2 Earths,16.06,2016
3310,Kepler-1201 b,3080,5.86 Earths,14.765,2016
3311,Kepler-1202 b,3834,8.96 Earths,15.833,2016
3312,Kepler-1203 b,1034,1.2 Earths,15.385,2016
3313,Kepler-1204 b,3834,9.53 Earths,15.45,2016
3314,Kepler-1205 b,2278,2.57 Earths,15.316,2016
3315,Kepler-1206 b,2486,3.33 Earths,15.971,2016
3316,Kepler-1207 b,5722,3.26 Earths,14.595,2016
3317,Kepler-1208 b,2692,5.99 Earths,16.256,2016
3318,Kepler-1209 b,1649,2.89 Earths,12.554,2016
3319,Kepler-120 b,1268,8.5 Earths,14.995,2014
3320,Kepler-120 c,1268,2.96 Earths,14.995,2014
3321,Kepler-1210 b,3838,3.53 Earths,15.649,2016
3322,Kepler-1211 b,5958,7.04 Earths,16.016,2016
3323,Kepler-1212 b,4295,5.22 Earths,15.133,2016
3324,Kepler-1213 b,2635,1.81 Earths,13.416,2016
3325,Kepler-1199 b,1838,1.6 Earths,13.173,2016
3326,Kepler-119 b,2290,12.6 Earths,14.375,2014
3327,Kepler-119 c,2290,0.721 Earths,14.375,2014
3328,Kepler-11 b,2108,1.9 Earths,13.817,2010
3329,Kepler-11 c,2108,2.9 Earths,13.817,2010
3330,Kepler-11 d,2108,7.3 Earths,13.817,2010
3331,Kepler-11 e,2108,8 Earths,13.817,2010
3332,Kepler-11 f,2108,2 Earths,13.817,2010
3333,Kepler-11 g,2108,25 Earths,13.817,2010
3334,Kepler-1200 b,1920,1.2 Earths,16.06,2016
3335,Kepler-1201 b,3080,5.86 Earths,14.765,2016
3336,Kepler-1202 b,3834,8.96 Earths,15.833,2016
3337,Kepler-1203 b,1034,1.2 Earths,15.385,2016
3338,Kepler-1204 b,3834,9.53 Earths,15.45,2016
3339,Kepler-1205 b,2278,2.57 Earths,15.316,2016
3340,Kepler-1206 b,2486,3.33 Earths,15.971,2016
3341,Kepler-1207 b,5722,3.26 Earths,14.595,2016
3342,Kepler-1208 b,2692,5.99 Earths,16.256,2016
3343,Kepler-1209 b,1649,2.89 Earths,12.554,2016
3344,Kepler-120 b,1268,8.5 Earths,14.995,2014
3345,Kepler-120 c,1268,2.96 Earths,14.995,2014
3346,Kepler-1210 b,3838,3.53 Earths,15.649,2016
3347,Kepler-1211 b,5958,7.04 Earths,16.016,2016
3348,Kepler-1212 b,4295,5.22 Earths,15.133,2016
3349,Kepler-1213 b,2635,1.81 Earths,13.416,2016
3350,Kepler-1214 b,2379,6.17 Earths,15.459,2016
3351,Kepler-1215 b,2156,1.98 Earths,14.539,2016
3352,Kepler-1216 b,4105,2.51 Earths,15.262,2016
3353,Kepler-1217 b,4396,4.62 Earths,15.343,2016
3354,Kepler-1218 b,2742,2.67 Earths,13.73,2016
3355,Kepler-1219 b,2873,5.14 Earths,12.339,2016
3356,Kepler-121 b,1665,6.08 Earths,14.904,2014
3357,Kepler-121 c,1665,5.77 Earths,14.904,2014
3358,Kepler-1220 b,3138,2.92 Earths,15.194,2016
3359,Kepler-1221 b,2980,4.19 Earths,15.909,2016
3360,Kepler-1222 b,1354,0.418 Earths,14.21,2016
3361,Kepler-1223 b,1500,1.98 Earths,14.911,2016
3362,Kepler-1224 b,1825,2.33 Earths,12.926,2016
3363,Kepler-1225 b,4396,3.97 Earths,14.819,2016
3364,Kepler-1226 b,3672,2.7 Earths,14.324,2016
3365,Kepler-1227 b,2035,5.86 Earths,14.276,2016
3366,Kepler-1228 b,1681,2.99 Earths,15.061,2016
3367,Kepler-1229 b,866,2.54 Earths,16.124,2016
3368,Kepler-122 b,3352,6.08 Earths,14.403,2014
3369,Kepler-122 c,3352,29 Earths,14.403,2014
3370,Kepler-122 d,3352,5.48 Earths,14.403,2014
3371,Kepler-122 e,3352,27.7 Earths,14.403,2014
3372,Kepler-122 f,3352,36 Earths,14.403,2014
3373,Kepler-1230 b,4450,7.8 Earths,15.628,2016
3374,Kepler-1231 b,3220,2.6 Earths,14.808,2016
3375,Kepler-1232 b,2064,4.38 Earths,14.97,2016
3376,Kepler-1233 b,3845,7.27 Earths,14.82,2016
3377,Kepler-1234 b,2990,8.3 Earths,15.915,2016
3378,Kepler-1235 b,1763,0.418 Earths,14.079,2016
3379,Kepler-1236 b,3261,5.22 Earths,16.145,2016
3380,Kepler-1237 b,3472,8.55 Earths,16.012,2016
3381,Kepler-1238 b,5324,4.38 Earths,14.919,2016
3382,Kepler-1239 b,6983,8.75 Earths,15.391,2016
3383,Kepler-123 b,3333,0.174 Jupiters,14.129,2014
3384,Kepler-123 c,3333,2.79 Earths,14.129,2014
3385,Kepler-1240 b,2812,1.6 Earths,14.092,2016
3386,Kepler-1241 b,3160,7.41 Earths,15.886,2016
3387,Kepler-1242 b,2243,5.73 Earths,15.714,2016
3388,Kepler-1243 b,2473,3.71 Earths,14.898,2016
3389,Kepler-1244 b,3509,2.39 Earths,12.444,2016
3390,Kepler-1245 b,2629,2.67 Earths,15.582,2016
3391,Kepler-1245 c,2629,2.67 Earths,15.582,2016
3392,Kepler-1246 b,1424,2.42 Earths,15.27,2016
3393,Kepler-1247 b,3412,6.04 Earths,15.925,2016
3394,Kepler-1248 b,1934,1.76 Earths,12.9,2016
3395,Kepler-1249 b,6213,6.26 Earths,15.391,2016
3396,Kepler-124 b,1370,0.315 Earths,14.4,2014
3397,Kepler-124 c,1370,3.71 Earths,14.4,2014
3398,Kepler-124 d,1370,1.41 Earths,14.4,2014
3399,Kepler-1250 b,6938,4.35 Earths,15.693,2016
3400,Kepler-1232 b,2064,4.38 Earths,14.97,2016
3401,Kepler-1233 b,3845,7.27 Earths,14.82,2016
3402,Kepler-1234 b,2990,8.3 Earths,15.915,2016
3403,Kepler-1235 b,1763,0.418 Earths,14.079,2016
3404,Kepler-1236 b,3261,5.22 Earths,16.145,2016
3405,Kepler-1237 b,3472,8.55 Earths,16.012,2016
3406,Kepler-1238 b,5324,4.38 Earths,14.919,2016
3407,Kepler-1239 b,6983,8.75 Earths,15.391,2016
3408,Kepler-123 b,3333,0.174 Jupiters,14.129,2014
3409,Kepler-123 c,3333,2.79 Earths,14.129,2014
3410,Kepler-1240 b,2812,1.6 Earths,14.092,2016
3411,Kepler-1241 b,3160,7.41 Earths,15.886,2016
3412,Kepler-1242 b,2243,5.73 Earths,15.714,2016
3413,Kepler-1243 b,2473,3.71 Earths,14.898,2016
3414,Kepler-1244 b,3509,2.39 Earths,12.444,2016
3415,Kepler-1245 b,2629,2.67 Earths,15.582,2016
3416,Kepler-1245 c,2629,2.67 Earths,15.582,2016
3417,Kepler-1246 b,1424,2.42 Earths,15.27,2016
3418,Kepler-1247 b,3412,6.04 Earths,15.925,2016
3419,Kepler-1248 b,1934,1.76 Earths,12.9,2016
3420,Kepler-1249 b,6213,6.26 Earths,15.391,2016
3421,Kepler-124 b,1370,0.315 Earths,14.4,2014
3422,Kepler-124 c,1370,3.71 Earths,14.4,2014
3423,Kepler-124 d,1370,1.41 Earths,14.4,2014
3424,Kepler-1250 b,6938,4.35 Earths,15.693,2016
3425,Kepler-1251 b,2943,4.04 Earths,15.024,2016
3426,Kepler-1252 b,2117,3.43 Earths,14.743,2016
3427,Kepler-1253 b,1678,2.33 Earths,12.588,2016
3428,Kepler-1254 b,2032,3.02 Earths,15.541,2016
3429,Kepler-1254 c,2032,2.24 Earths,15.541,2016
3430,Kepler-1254 d,2032,2.27 Earths,15.541,2016
3431,Kepler-1255 b,5275,5.99 Earths,15.308,2016
3432,Kepler-1256 b,2907,2.83 Earths,13.685,2016
3433,Kepler-1257 b,3608,2.92 Earths,15.644,2016
3434,Kepler-1258 b,2341,0.566 Earths,13.929,2016
3435,Kepler-1259 b,2628,2.63 Earths,15.556,2016
3436,Kepler-125 b,598,6.21 Earths,15.431,2014
3437,Kepler-125 c,598,0.33 Earths,15.431,2014
3438,Kepler-1260 b,5658,3.78 Earths,14.953,2016
3439,Kepler-1261 b,2428,5.73 Earths,15.817,2016
3440,Kepler-1262 b,3441,3.97 Earths,15.155,2016
3441,Kepler-1263 b,2169,1.55 Earths,15.173,2016
3442,Kepler-1264 b,2616,1.76 Earths,14.629,2016
3443,Kepler-1265 b,1904,2.39 Earths,16.024,2016
3444,Kepler-1266 b,2770,7.18 Earths,16.016,2016
3445,Kepler-1266 c,2770,3.46 Earths,16.016,2021
3446,Kepler-1267 b,4500,9.32 Earths,15.846,2016
3447,Kepler-1268 b,6005,4.78 Earths,15.484,2016
3448,Kepler-1269 b,3579,3.29 Earths,13.658,2016
3449,Kepler-126 b,774,2.92 Earths,10.505,2014
3450,Kepler-1251 b,2943,4.04 Earths,15.024,2016
3451,Kepler-1252 b,2117,3.43 Earths,14.743,2016
3452,Kepler-1253 b,1678,2.33 Earths,12.588,2016
3453,Kepler-1254 b,2032,3.02 Earths,15.541,2016
3454,Kepler-1254 c,2032,2.24 Earths,15.541,2016
3455,Kepler-1254 d,2032,2.27 Earths,15.541,2016
3456,Kepler-1255 b,5275,5.99 Earths,15.308,2016
3457,Kepler-1256 b,2907,2.83 Earths,13.685,2016
3458,Kepler-1257 b,3608,2.92 Earths,15.644,2016
3459,Kepler-1258 b,2341,0.566 Earths,13.929,2016
3460,Kepler-1259 b,2628,2.63 Earths,15.556,2016
3461,Kepler-125 b,598,6.21 Earths,15.431,2014
3462,Kepler-125 c,598,0.33 Earths,15.431,2014
3463,Kepler-1260 b,5658,3.78 Earths,14.953,2016
3464,Kepler-1261 b,2428,5.73 Earths,15.817,2016
3465,Kepler-1262 b,3441,3.97 Earths,15.155,2016
3466,Kepler-1263 b,2169,1.55 Earths,15.173,2016
3467,Kepler-1264 b,2616,1.76 Earths,14.629,2016
3468,Kepler-1265 b,1904,2.39 Earths,16.024,2016
3469,Kepler-1266 b,2770,7.18 Earths,16.016,2016
3470,Kepler-1266 c,2770,3.46 Earths,16.016,2021
3471,Kepler-1267 b,4500,9.32 Earths,15.846,2016
3472,Kepler-1268 b,6005,4.78 Earths,15.484,2016
3473,Kepler-1269 b,3579,3.29 Earths,13.658,2016
3474,Kepler-126 b,774,2.92 Earths,10.505,2014
3475,Kepler-126 c,774,3.12 Earths,10.505,2014
3476,Kepler-126 d,774,6.8 Earths,10.505,2014
3477,Kepler-1270 b,3572,11 Earths,13.562,2016
3478,Kepler-1271 b,2714,2.79 Earths,14.075,2016
3479,Kepler-1272 b,3935,6.21 Earths,14.734,2016
3480,Kepler-1273 b,3635,6.76 Earths,16.03,2016
3481,Kepler-1274 b,2005,2.6 Earths,11.717,2016
3482,Kepler-1275 b,3764,2.79 Earths,14.595,2016
3483,Kepler-1276 b,1757,1.81 Earths,12.992,2016
3484,Kepler-1277 b,1818,3.19 Earths,14.306,2016
3485,Kepler-1278 b,2901,1.01 Earths,13.782,2016
3486,Kepler-1279 b,4874,3.71 Earths,14.137,2016
3487,Kepler-127 b,1151,2.54 Earths,11.746,2014
